loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),deviceID(txt),heartRateBPMTimestamp(txt),heartRateBPM(N),heartRateBPS(R),heartRateVariabilityTimestamp(txt),heartRateVariability(ms),label
2026-03-03T15:48:18.799-08:00,89098.45371975,0.1108551025390625,-0.4426727294921875,-0.8799896240234375,89098.43373375,2.76892236426026,0.1165871239000224,0.4438882140651587,-0.06690464913845062,-0.03875253349542618,0.1022276058793068,-0.004174292087554932,-0.01497340202331543,0.01849424839019775,XArbitraryZVertical,0.01513666145931451,-0.2264771365968969,-0.9593332969960044,-0.167804891370471,0.1050501465797424,-0.429454118013382,-0.8969579935073853,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:18.819-08:00,89098.47370675001,0.11871337890625,-0.405914306640625,-0.8764190673828125,89098.45371975,2.771585321858899,0.114667503162267,0.4422342568264638,-0.1204285994172096,-0.03804324939846992,0.1132245287299156,0.007445849478244781,-0.01471289992332458,0.01787281036376953,XArbitraryZVertical,0.01467558156093647,-0.2255070292192941,-0.9597401805440948,-0.1668235774295397,0.1034092679619789,-0.4279598593711853,-0.897862434387207,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:18.839-08:00,89098.49369375,0.123291015625,-0.41143798828125,-0.884490966796875,89098.47370675001,2.774278842248555,0.1128153050270276,0.4399092782215048,-0.135117694735527,-0.02909298241138458,0.09407548606395721,0.01685557514429092,0.01994305849075317,0.02261960506439209,XArbitraryZVertical,0.01431117866623729,-0.2242228215402542,-0.9602152985039101,-0.1658488273657579,0.1018578112125397,-0.4258573949337006,-0.8990386128425598,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:18.859-08:00,89098.51367975,0.062255859375,-0.41973876953125,-0.9045562744140625,89098.49369375,2.776605581927067,0.111110598370275,0.4371989420043934,-0.1471401005983353,-0.03792275860905647,0.05511415377259254,0.02283835411071777,0.0119655430316925,0.01586383581161499,XArbitraryZVertical,0.01400917652719725,-0.222769728647382,-0.9606958761287416,-0.1650483777811738,0.100452683866024,-0.4234035313129425,-0.90035480260849,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:18.885-08:00,89098.53366675001,0.107147216796875,-0.379058837890625,-0.9058837890625,89098.51367975,2.777333857044005,0.1104965040606593,0.4349468107156376,-0.07074847817420959,-0.009813693352043629,0.03318639472126961,-0.0377487912774086,0.001623392105102539,-0.003194510936737061,XArbitraryZVertical,0.01400735829921089,-0.2216369170092617,-0.9609883022566721,-0.1648706375463347,0.1000046581029892,-0.4213621616363525,-0.9013617634773254,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:18.899-08:00,89098.55365375,0.0894622802734375,-0.4143524169921875,-0.9051361083984375,89098.53366675001,2.777601800671861,0.1103454040338452,0.4346637515725136,0.0130730951204896,0.000826666597276926,-0.009769815020263195,0.007265627384185791,0.04204663634300232,-0.004388391971588135,XArbitraryZVertical,0.01399107644023375,-0.2214871855028392,-0.9610400450377516,-0.1647716513375101,0.09988158941268921,-0.4211054444313049,-0.9014953374862671,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:18.919-08:00,89098.57363975,0.0906829833984375,-0.4452972412109375,-0.905609130859375,89098.55365375,2.777532176733315,0.1105137055909596,0.4349876840622861,-0.003255100920796394,0.01070594601333141,0.001657653599977493,-0.01055596768856049,0.007046788930892944,-0.003793179988861084,XArbitraryZVertical,0.01403374798421533,-0.2216564802044433,-0.9610004592402002,-0.1647715979203111,0.1000182628631592,-0.4213992357254028,-0.9013429284095764,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:18.939-08:00,89098.59362675001,0.1051025390625,-0.4233551025390625,-0.9041290283203125,89098.57363975,2.77738934360174,0.1108955934903438,0.4340794078303664,-0.05922063067555428,0.0179569348692894,-0.0164254754781723,-0.0097217857837677,-0.02472186088562012,-0.003924429416656494,XArbitraryZVertical,0.01428694695167856,-0.2212545060980161,-0.9610775504237208,-0.1648396975044885,0.1004047766327858,-0.4205753803253174,-0.9016846418380737,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:18.959-08:00,89098.61361375,0.1063995361328125,-0.3999786376953125,-0.9094696044921875,89098.59362675001,2.777055461202363,0.1113547517017739,0.4335653023341144,0.01455079484730959,0.01174830738455057,-0.01426432095468044,0.004259742796421051,-0.003246217966079712,-0.002275764942169189,XArbitraryZVertical,0.0145191016172997,-0.2210488228923512,-0.9610985505516426,-0.1649731133070634,0.1008428037166595,-0.4201088845729828,-0.9018532037734985,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:18.979-08:00,89098.63359975,0.10101318359375,-0.437255859375,-0.9154510498046875,89098.61361375,2.776602466838557,0.1116877173582429,0.434776593320989,0.09658041596412659,0.008513914421200752,-0.01365558989346027,0.005313262343406677,0.02122914791107178,-0.008156359195709229,XArbitraryZVertical,0.01451470459314192,-0.2216589807546517,-0.9609366676437198,-0.1650979040298147,0.101086288690567,-0.4212077856063843,-0.9013132452964783,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:18.999-08:00,89098.65358675001,0.0980072021484375,-0.459716796875,-0.914520263671875,89098.63359975,2.776117237507632,0.111970971834044,0.436377215962193,0.04794541373848915,0.002084294566884637,-0.02525953762233257,-0.0002529248595237732,-0.01459690928459167,-0.01483756303787231,XArbitraryZVertical,0.01444572064084108,-0.22245133472872,-0.9607327249394131,-0.1652252891752527,0.101266123354435,-0.4226589500904083,-0.9006134271621704,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:19.019-08:00,89098.67357375,0.1016998291015625,-0.4470367431640625,-0.9144439697265625,89098.65358675001,2.775441788245423,0.112064313823894,0.4364601048934567,-0.007829435169696808,-0.01687178574502468,-0.02791350893676281,-0.003339067101478577,-0.03698274493217468,-0.01395106315612793,XArbitraryZVertical,0.01440757926924209,-0.2225035578581412,-0.960667804498994,-0.1655355029968608,0.1013462692499161,-0.4227340817451477,-0.9005692005157471,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:19.039-08:00,89098.69355975001,0.1011505126953125,-0.4062347412109375,-0.9135589599609375,89098.67357375,2.775590094954373,0.111513970827481,0.4363869791704111,0.02096404135227203,-0.03002893179655075,0.0118790864944458,0.0008457675576210022,-0.02436894178390503,-0.01378846168518066,XArbitraryZVertical,0.01416664957331162,-0.2224219928531927,-0.9606913836797015,-0.1655288584352263,0.1008540764451027,-0.4226678013801575,-0.9006555080413818,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:19.059-08:00,89098.71354675,0.0927886962890625,-0.4337005615234375,-0.90142822265625,89098.69355975001,2.775738710129477,0.1108902363891708,0.4375215274479454,0.1025247648358345,-0.02990464493632317,0.02514524757862091,0.0009113624691963196,0.01746103167533875,-0.01331782341003418,XArbitraryZVertical,0.01377628220523354,-0.222911805498419,-0.9605929070662995,-0.1654743092382869,0.1002391502261162,-0.4236957430839539,-0.9002410769462585,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:19.079-08:00,89098.73353375001,0.097869873046875,-0.460479736328125,-0.8931427001953125,89098.71354675,2.776204224527336,0.1102487671326412,0.4395932348759287,0.07560544461011887,-0.02481844276189804,0.04212986677885056,-0.006776154041290283,-0.00812917947769165,-0.00199735164642334,XArbitraryZVertical,0.01332443844887755,-0.2238460305091109,-0.9604246946130924,-0.1652265716464287,0.09956486523151398,-0.4255714118480682,-0.8994308114051819,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:19.099-08:00,89098.75351975001,0.1042938232421875,-0.431610107421875,-0.8926239013671875,89098.73353375001,2.776860766155769,0.109542688107068,0.440155513661275,-0.01951227895915508,-0.02042905427515507,0.02836438827216625,-0.001033708453178406,-0.0343995988368988,0.006120204925537109,XArbitraryZVertical,0.01300585233698745,-0.224052228394971,-0.9604259887764621,-0.1649643836435872,0.0989035964012146,-0.4260801672935486,-0.8992629051208496,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:19.119-08:00,89098.77350675,0.1094970703125,-0.407867431640625,-0.89727783203125,89098.75351975001,2.777335071613739,0.1089409678283847,0.4394239963502826,-0.04292315244674683,-0.02043982222676277,0.003373128361999989,0.005897499620914459,-0.006191879510879517,0.007007956504821777,XArbitraryZVertical,0.01283884475567368,-0.2236498160861086,-0.9605438308849813,-0.1648375747630687,0.09839633107185364,-0.4254182577133179,-0.8996318578720093,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:19.139-08:00,89098.79349375001,0.1042022705078125,-0.409820556640625,-0.9001007080078125,89098.77350675,2.777221086463098,0.1085377691902801,0.4389005610476395,-0.01030519884079695,-0.02452434599399567,-0.01561605371534824,0.01143937557935715,0.01707702875137329,0.002614915370941162,XArbitraryZVertical,0.01268169931379788,-0.2233670059905157,-0.9605905496271746,-0.1649613899285406,0.09805770218372345,-0.4249444901943207,-0.8998926877975464,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:19.159-08:00,89098.81347975001,0.0994415283203125,-0.437347412109375,-0.89251708984375,89098.79349375001,2.777108064303027,0.1081562447321786,0.4387529438293122,-0.02231072820723057,-0.02039245143532753,0.01799224130809307,0.006481148302555084,0.01499029994010925,-0.0001083016395568848,XArbitraryZVertical,0.01249972447194244,-0.2232656539169217,-0.9605986970929835,-0.1650650184906587,0.09772113710641861,-0.4248108565807343,-0.8999924063682556,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:19.179-08:00,89098.83346675,0.096649169921875,-0.416534423828125,-0.879058837890625,89098.81347975001,2.777387245762764,0.1076215502498047,0.4381386281214837,-0.02407409623265266,-0.01193739753216505,0.01339533738791943,0.002173632383346558,-0.01309278607368469,0.007786750793457031,XArbitraryZVertical,0.01233182759023051,-0.2229260529969625,-0.960687641490901,-0.1650184967679469,0.09726791083812714,-0.4242546558380127,-0.9003037810325623,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:19.199-08:00,89098.85345375001,0.098602294921875,-0.43109130859375,-0.8721160888671875,89098.83346675,2.77821481996117,0.1070823801661488,0.4380674219234775,8.16624378785491e-05,-0.004055756609886885,0.05255847051739693,-0.0001365393400192261,0.007655739784240723,0.02132731676101685,XArbitraryZVertical,0.0121717346171752,-0.222842469072903,-0.9607664936328648,-0.1646843239488056,0.09678570926189423,-0.4241901636123657,-0.9003861546516418,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
2026-03-03T15:48:19.219-08:00,89098.87343975001,0.1020965576171875,-0.421234130859375,-0.8719635009765625,89098.85345375001,2.779231839420295,0.1067053048401204,0.438059512844944,-0.01927623338997364,0.008310449309647083,0.01614243164658546,0.002155758440494537,-0.006908297538757324,0.02830988168716431,XArbitraryZVertical,0.01210464107485305,-0.2228015243762906,-0.9608531452318095,-0.1642380654915739,0.09644654393196106,-0.4241830110549927,-0.900425910949707,0,0,0,-1,-1,watch,2026-03-03T15:38:39.121-08:00,58,0.9666666666666667,2026-03-03T15:14:50.513-08:00,0.04817426841822398,0
